"111111110000000"
ID	adj.P.Val	P.Value	t	B	logFC	SPOT_ID	Description
374918_at	0.8566855	5.78e-01	-5.71e-01	-7.75627	-1.59e-03	374918	IGF-like family member 1
8555_at	0.8567686	5.78e-01	5.71e-01	-7.75637	1.06e-01	8555	CDC14 cell division cycle 14 homolog B (S. cerevisiae)
6051_at	0.8569801	5.78e-01	-5.70e-01	-7.75657	-1.18e-01	6051	arginyl aminopeptidase (aminopeptidase B)
23358_at	0.8569801	5.78e-01	-5.70e-01	-7.75658	-4.93e-02	23358	ubiquitin specific peptidase 24
201164_at	0.8569801	5.78e-01	5.70e-01	-7.75665	6.32e-02	201164	phospholipase D family, member 6
26330_at	0.8569801	5.78e-01	-5.70e-01	-7.75667	-1.42e-02	26330	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic
9427_at	0.8571195	5.78e-01	5.70e-01	-7.7568	8.19e-03	9427	endothelin converting enzyme-like 1
64897_at	0.8571711	5.78e-01	-5.70e-01	-7.75687	-8.03e-02	64897	chromosome 12 open reading frame 43
11013_at	0.8573132	5.78e-01	5.70e-01	-7.757	4.16e-04	11013	thymosin beta 15a
4440_at	0.8573852	5.78e-01	5.69e-01	-7.75709	4.16e-04	4440	musashi homolog 1 (Drosophila)
340267_at	0.8578055	5.79e-01	5.69e-01	-7.75739	2.29e-02	340267	collagen, type XXVIII, alpha 1
22843_at	0.8580069	5.79e-01	-5.69e-01	-7.75755	-4.33e-03	22843	protein phosphatase, Mg2+/Mn2+ dependent, 1E
5781_at	0.8580069	5.79e-01	-5.69e-01	-7.75759	-6.53e-02	5781	protein tyrosine phosphatase, non-receptor type 11
1573_at	0.8583119	5.79e-01	-5.68e-01	-7.75782	-8.24e-02	1573	cytochrome P450, family 2, subfamily J, polypeptide 2
2215_at	0.8585959	5.80e-01	-5.68e-01	-7.75804	-4.46e-01	2215	Fc fragment of IgG, low affinity IIIb, receptor (CD16b)
25925_at	0.8586299	5.80e-01	5.68e-01	-7.75813	4.14e-04	25925	zinc finger protein 521
1585_at	0.8586299	5.80e-01	-5.68e-01	-7.75815	-1.39e-02	1585	cytochrome P450, family 11, subfamily B, polypeptide 2
998_at	0.8587308	5.80e-01	-5.67e-01	-7.75825	-4.42e-04	998	cell division cycle 42 (GTP binding protein, 25kDa)
4848_at	0.8587474	5.80e-01	-5.67e-01	-7.7583	-4.33e-02	4848	CCR4-NOT transcription complex, subunit 2
115196_at	0.8591103	5.80e-01	-5.67e-01	-7.75857	-1.47e-02	115196	zinc finger protein 554
56910_at	0.8591523	5.80e-01	5.67e-01	-7.75868	4.50e-02	56910	StAR-related lipid transfer (START) domain containing 7
10900_at	0.8591523	5.80e-01	5.67e-01	-7.75868	4.13e-04	10900	RUN domain containing 3A
169166_at	0.8594988	5.81e-01	-5.66e-01	-7.75893	-8.85e-04	169166	sorting nexin 31
55714_at	0.8597598	5.81e-01	-5.66e-01	-7.75913	-4.40e-04	55714	odz, odd Oz/ten-m homolog 3 (Drosophila)
4316_at	0.859842	5.81e-01	-5.66e-01	-7.75922	-6.03e-02	4316	matrix metallopeptidase 7 (matrilysin, uterine)
3603_at	0.8600302	5.81e-01	-5.66e-01	-7.75938	-7.27e-03	3603	interleukin 16 (lymphocyte chemoattractant factor)
962_at	0.8604961	5.81e-01	-5.65e-01	-7.7597	-1.52e-01	962	CD48 molecule
8603_at	0.860508	5.81e-01	5.65e-01	-7.75977	4.69e-02	8603	family with sequence similarity 193, member A
573_at	0.860508	5.82e-01	5.65e-01	-7.7598	2.52e-02	573	BCL2-associated athanogene
286336_at	0.8607608	5.82e-01	-5.65e-01	-7.75999	-2.60e-02	286336	family with sequence similarity 78, member A
79983_at	0.8608074	5.82e-01	-5.64e-01	-7.76007	-6.84e-03	79983	premature ovarian failure, 1B
92960_at	0.8608074	5.82e-01	5.64e-01	-7.76011	7.49e-02	92960	peroxisomal biogenesis factor 11 gamma
4864_at	0.8608074	5.82e-01	-5.64e-01	-7.76015	-1.27e-01	4864	Niemann-Pick disease, type C1
55906_at	0.8610321	5.82e-01	-5.64e-01	-7.76033	-1.62e-02	55906	zinc finger, C4H2 domain containing
5711_at	0.8610623	5.82e-01	-5.64e-01	-7.76039	-8.86e-02	5711	proteasome (prosome, macropain) 26S subunit, non-ATPase, 5
9923_at	0.8611234	5.82e-01	-5.64e-01	-7.76048	-1.38e-03	9923	zinc finger and BTB domain containing 40
8850_at	0.8611234	5.82e-01	5.64e-01	-7.76054	5.28e-02	8850	K(lysine) acetyltransferase 2B
23359_at	0.8611234	5.82e-01	5.64e-01	-7.76058	4.10e-04	23359	family with sequence similarity 189, member A1
26529_at	0.8611234	5.82e-01	-5.63e-01	-7.76059	-6.80e-04	26529	olfactory receptor, family 12, subfamily D, member 2
100288675_at	0.8614634	5.83e-01	-5.63e-01	-7.76084	-1.49e-01	100288675	hypothetical protein LOC100288675
2648_at	0.8615224	5.83e-01	5.63e-01	-7.76092	8.32e-02	2648	K(lysine) acetyltransferase 2A
23596_at	0.8617229	5.83e-01	5.63e-01	-7.76111	5.43e-02	23596	opsin 3
59082_at	0.8617229	5.83e-01	-5.63e-01	-7.76113	-4.93e-03	59082	caspase recruitment domain family, member 18
415117_at	0.8617229	5.83e-01	-5.63e-01	-7.76117	-2.79e-03	415117	syntaxin 19
90655_at	0.8618096	5.83e-01	-5.62e-01	-7.7613	-1.03e-01	90655	TGFB-induced factor homeobox 2-like, Y-linked
643_at	0.8618096	5.83e-01	5.62e-01	-7.76132	4.09e-04	643	chemokine (C-X-C motif) receptor 5
56052_at	0.8618096	5.83e-01	-5.62e-01	-7.76135	-6.13e-02	56052	asparagine-linked glycosylation 1, beta-1,4-mannosyltransferase homolog (S. cerevisiae)
26973_at	0.8618096	5.83e-01	5.62e-01	-7.76139	6.94e-02	26973	cysteine and histidine-rich domain (CHORD)-containing 1
6653_at	0.8618096	5.83e-01	5.62e-01	-7.76148	6.81e-02	6653	sortilin-related receptor, L(DLR class) A repeats-containing
84898_at	0.8618096	5.83e-01	-5.62e-01	-7.76148	-7.60e-02	84898	plexin domain containing 2
84818_at	0.8618096	5.84e-01	-5.62e-01	-7.76159	-6.53e-02	84818	interleukin 17 receptor C
6494_at	0.8618096	5.84e-01	-5.62e-01	-7.76159	-1.04e-01	6494	signal-induced proliferation-associated 1
8367_at	0.8618096	5.84e-01	-5.62e-01	-7.7616	-7.07e-03	8367	histone cluster 1, H4e
23190_at	0.8618139	5.84e-01	-5.62e-01	-7.76165	-8.69e-02	23190	UBX domain protein 4
23028_at	0.8618139	5.84e-01	-5.62e-01	-7.76169	-3.62e-02	23028	lysine (K)-specific demethylase 1A
8444_at	0.8620395	5.84e-01	5.61e-01	-7.76191	1.99e-02	8444	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3
64926_at	0.8620395	5.84e-01	5.61e-01	-7.76195	7.22e-02	64926	RAS protein activator like 3
2537_at	0.8620395	5.84e-01	5.61e-01	-7.76195	3.82e-01	2537	interferon, alpha-inducible protein 6
9933_at	0.8620857	5.84e-01	5.61e-01	-7.76202	7.03e-02	9933	KIAA0020
4192_at	0.8626049	5.84e-01	5.60e-01	-7.76237	3.76e-02	4192	midkine (neurite growth-promoting factor 2)
157627_at	0.8626842	5.85e-01	-5.60e-01	-7.76246	-4.34e-04	157627	hypothetical LOC157627
2319_at	0.8627484	5.85e-01	5.60e-01	-7.76254	6.89e-02	2319	flotillin 2
23203_at	0.8631186	5.85e-01	-5.60e-01	-7.76281	-1.31e-01	23203	peptidase (mitochondrial processing) alpha
4644_at	0.8633137	5.85e-01	-5.59e-01	-7.76297	-8.11e-03	4644	myosin VA (heavy chain 12, myoxin)
81555_at	0.8633137	5.85e-01	-5.59e-01	-7.76303	-5.86e-02	81555	Yip1 domain family, member 5
8602_at	0.8633137	5.85e-01	5.59e-01	-7.76309	4.65e-02	8602	NOP14 nucleolar protein homolog (yeast)
348093_at	0.8633137	5.85e-01	-5.59e-01	-7.76309	-7.51e-02	348093	RNA binding protein with multiple splicing 2
80119_at	0.8636335	5.85e-01	5.59e-01	-7.76333	4.89e-03	80119	PIF1 5'-to-3' DNA helicase homolog (S. cerevisiae)
1514_at	0.8636335	5.86e-01	-5.59e-01	-7.76337	-1.13e-01	1514	cathepsin L1
10490_at	0.8636336	5.86e-01	5.59e-01	-7.76341	4.48e-02	10490	vesicle transport through interaction with t-SNAREs homolog 1B (yeast)
85013_at	0.8637352	5.86e-01	5.59e-01	-7.76352	1.29e-01	85013	transmembrane protein 128
2792_at	0.8637352	5.86e-01	-5.58e-01	-7.76356	-4.31e-04	2792	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1
3833_at	0.8640431	5.86e-01	5.58e-01	-7.76378	1.60e-02	3833	kinesin family member C1
692227_at	0.8642864	5.86e-01	5.58e-01	-7.76401	1.69e-01	692227	small nucleolar RNA, C/D box 104
51042_at	0.8642864	5.86e-01	5.58e-01	-7.76401	6.40e-02	51042	zinc finger protein 593
253039_at	0.8643323	5.86e-01	5.58e-01	-7.76408	1.82e-01	253039	hypothetical LOC253039
6136_at	0.8647093	5.87e-01	5.57e-01	-7.76435	7.25e-02	6136	ribosomal protein L12
83786_at	0.8648861	5.87e-01	-5.57e-01	-7.76451	-4.85e-02	83786	FERM domain containing 8
125981_at	0.8648861	5.87e-01	5.57e-01	-7.76454	7.81e-03	125981	alkaline ceramidase 1
8634_at	0.8649315	5.87e-01	-5.57e-01	-7.76463	-2.80e-02	8634	RNA terminal phosphate cyclase domain 1
283521_at	0.8649315	5.87e-01	-5.57e-01	-7.76465	-4.29e-04	283521	hypothetical LOC283521
220004_at	0.8652915	5.87e-01	5.56e-01	-7.76491	6.43e-02	220004	chromosome 11 open reading frame 66
79192_at	0.8653492	5.87e-01	-5.56e-01	-7.76498	-4.27e-03	79192	iroquois homeobox 1
100130264_at	0.8654841	5.87e-01	-5.56e-01	-7.76511	-5.08e-03	100130264	hypothetical LOC100130264
6558_at	0.8656639	5.88e-01	5.56e-01	-7.76525	6.69e-02	6558	solute carrier family 12 (sodium/potassium/chloride transporters), member 2
285512_at	0.865918	5.88e-01	-5.55e-01	-7.76545	-4.98e-02	285512	FAM13A opposite strand (non-protein coding)
116379_at	0.8666649	5.89e-01	5.54e-01	-7.76601	3.92e-03	116379	interleukin 22 receptor, alpha 2
81831_at	0.8666649	5.89e-01	-5.54e-01	-7.76602	-4.26e-04	81831	neuropilin (NRP) and tolloid (TLL)-like 2
28987_at	0.8666649	5.89e-01	-5.54e-01	-7.76602	-1.59e-01	28987	NIN1/RPN12 binding protein 1 homolog (S. cerevisiae)
256364_at	0.8670079	5.89e-01	5.54e-01	-7.76626	7.04e-02	256364	echinoderm microtubule associated protein like 3
9076_at	0.8670692	5.89e-01	5.54e-01	-7.76634	4.78e-02	9076	claudin 1
4216_at	0.8671853	5.89e-01	-5.53e-01	-7.76645	-5.21e-02	4216	mitogen-activated protein kinase kinase kinase 4
84126_at	0.8676449	5.89e-01	-5.53e-01	-7.76676	-4.80e-03	84126	ATR interacting protein
10880_at	0.867765	5.90e-01	5.53e-01	-7.76688	5.28e-04	10880	actin-like 7B
8288_at	0.8679425	5.90e-01	-5.53e-01	-7.76702	-1.36e-02	8288	eosinophil peroxidase
9755_at	0.8679591	5.90e-01	5.52e-01	-7.7671	1.16e-02	9755	TBK1 binding protein 1
8501_at	0.8679591	5.90e-01	-5.52e-01	-7.76712	-7.15e-02	8501	solute carrier family 43, member 1
284040_at	0.8680515	5.90e-01	5.52e-01	-7.76723	5.76e-02	284040	CMT1A duplicated region transcript 4
9994_at	0.8680515	5.90e-01	-5.52e-01	-7.76729	-6.20e-02	9994	caspase 8 associated protein 2
54884_at	0.8680515	5.90e-01	-5.52e-01	-7.7673	-6.56e-02	54884	retinol saturase (all-trans-retinol 13,14-reductase)
253512_at	0.8684798	5.90e-01	5.51e-01	-7.76763	1.27e-01	253512	solute carrier family 25, member 30
4481_at	0.8684798	5.90e-01	5.51e-01	-7.76763	8.01e-02	4481	macrophage scavenger receptor 1
219771_at	0.8685983	5.91e-01	-5.51e-01	-7.76774	-4.35e-02	219771	cyclin Y
65009_at	0.8687233	5.91e-01	-5.51e-01	-7.76789	-1.16e-03	65009	NDRG family member 4
4488_at	0.8687233	5.91e-01	-5.51e-01	-7.7679	-4.23e-04	4488	msh homeobox 2
23625_at	0.8687759	5.91e-01	5.51e-01	-7.76797	3.79e-02	23625	family with sequence similarity 89, member B
23061_at	0.8687977	5.91e-01	-5.51e-01	-7.76803	-3.66e-02	23061	TBC1 domain family, member 9B (with GRAM domain)
54439_at	0.8688875	5.91e-01	5.51e-01	-7.76816	5.07e-02	54439	RNA binding motif protein 27
790_at	0.8688875	5.91e-01	5.50e-01	-7.76819	8.11e-02	790	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase
159195_at	0.8688875	5.91e-01	5.50e-01	-7.76821	1.16e-01	159195	ubiquitin specific peptidase 54
80169_at	0.8693277	5.91e-01	-5.50e-01	-7.76851	-1.79e-03	80169	chromosome 17 open reading frame 68
79166_at	0.8693321	5.91e-01	-5.50e-01	-7.76855	-1.03e-03	79166	leukocyte immunoglobulin-like receptor pseudogene 2
5310_at	0.8693364	5.92e-01	5.50e-01	-7.76863	3.97e-04	5310	polycystic kidney disease 1 (autosomal dominant)
27112_at	0.8693364	5.92e-01	5.50e-01	-7.76864	4.79e-03	27112	family with sequence similarity 155, member B
254268_at	0.8697147	5.92e-01	-5.49e-01	-7.7689	-4.21e-04	254268	AKNA domain containing 1
29907_at	0.8698018	5.92e-01	5.49e-01	-7.76899	1.75e-01	29907	sorting nexin 15
57419_at	0.870117	5.92e-01	5.49e-01	-7.76922	1.32e-02	57419	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3
92304_at	0.8702833	5.92e-01	5.48e-01	-7.76942	1.16e-01	92304	secretoglobin, family 3A, member 1
54622_at	0.8702833	5.92e-01	-5.48e-01	-7.76944	-2.34e-02	54622	ADP-ribosylation factor-like 15
285550_at	0.8702833	5.93e-01	-5.48e-01	-7.7695	-3.24e-02	285550	family with sequence similarity 200, member B
27233_at	0.8702833	5.93e-01	5.48e-01	-7.76951	7.40e-03	27233	sulfotransferase family, cytosolic, 1C, member 4
124221_at	0.8702833	5.93e-01	-5.48e-01	-7.76952	-6.02e-03	124221	protease, serine, 30 homolog (mouse), pseudogene
55258_at	0.8702967	5.93e-01	-5.48e-01	-7.76957	-1.70e-01	55258	threonine synthase-like 2 (S. cerevisiae)
4921_at	0.8708587	5.93e-01	5.47e-01	-7.76995	9.37e-02	4921	discoidin domain receptor tyrosine kinase 2
10236_at	0.870917	5.93e-01	5.47e-01	-7.77002	3.69e-02	10236	heterogeneous nuclear ribonucleoprotein R
10117_at	0.8710821	5.93e-01	5.47e-01	-7.77016	7.35e-03	10117	enamelin
63899_at	0.871176	5.93e-01	-5.47e-01	-7.77027	-1.27e-01	63899	NOP2/Sun domain family, member 3
64410_at	0.871176	5.93e-01	-5.47e-01	-7.7703	-2.50e-02	64410	kelch-like 25 (Drosophila)
57497_at	0.8713677	5.94e-01	-5.47e-01	-7.77045	-4.18e-04	57497	leucine rich repeat and fibronectin type III domain containing 2
6631_at	0.8716928	5.94e-01	5.46e-01	-7.77068	4.73e-02	6631	small nuclear ribonucleoprotein polypeptide C
119504_at	0.8717699	5.94e-01	-5.46e-01	-7.7708	-3.44e-02	119504	anaphase promoting complex subunit 16
29777_at	0.8717699	5.94e-01	-5.46e-01	-7.77082	-1.06e-01	29777	activator of basal transcription 1
58475_at	0.8717699	5.94e-01	5.46e-01	-7.77085	1.70e-01	58475	membrane-spanning 4-domains, subfamily A, member 7
55929_at	0.8721093	5.94e-01	5.45e-01	-7.77109	9.96e-02	55929	DNA methyltransferase 1 associated protein 1
282974_at	0.8722	5.95e-01	-5.45e-01	-7.77118	-1.11e-02	282974	serine/threonine kinase 32C
9389_at	0.8724033	5.95e-01	-5.45e-01	-7.77135	-1.01e-01	9389	solute carrier family 22, member 14
257358_at	0.8724033	5.95e-01	5.45e-01	-7.77138	3.92e-04	257358	hypothetical LOC257358
23331_at	0.8724541	5.95e-01	-5.45e-01	-7.77147	-1.08e-02	23331	tetratricopeptide repeat domain 28
10558_at	0.8724541	5.95e-01	-5.45e-01	-7.7715	-3.35e-02	10558	serine palmitoyltransferase, long chain base subunit 1
2488_at	0.872457	5.95e-01	5.45e-01	-7.77154	5.28e-04	2488	follicle stimulating hormone, beta polypeptide
100288845_at	0.8725626	5.95e-01	-5.44e-01	-7.77167	-4.15e-04	100288845	hypothetical protein LOC100288845
26505_at	0.8725626	5.95e-01	5.44e-01	-7.77168	1.03e-01	26505	cyclin M3
161502_at	0.8726339	5.95e-01	5.44e-01	-7.7718	3.91e-04	161502	chromosome 15 open reading frame 26
84881_at	0.8726339	5.95e-01	-5.44e-01	-7.77184	-6.14e-02	84881	RNA pseudouridylate synthase domain containing 4
439949_at	0.8726339	5.95e-01	-5.44e-01	-7.77185	-1.96e-02	439949	hypothetical protein LOC439949
57700_at	0.8726496	5.95e-01	-5.44e-01	-7.7719	-5.10e-03	57700	family with sequence similarity 160, member B1
90226_at	0.8731735	5.96e-01	5.43e-01	-7.77224	3.69e-02	90226	urocortin 2
632_at	0.8731973	5.96e-01	5.43e-01	-7.7723	2.48e-02	632	bone gamma-carboxyglutamate (gla) protein
26595_at	0.873391	5.96e-01	5.43e-01	-7.77248	1.08e-02	26595	olfactory receptor, family 8, subfamily B, member 2
3430_at	0.873391	5.96e-01	5.43e-01	-7.77249	1.54e-01	3430	interferon-induced protein 35
441168_at	0.8736836	5.96e-01	5.43e-01	-7.7727	1.61e-01	441168	family with sequence similarity 26, member F
79003_at	0.8737951	5.96e-01	-5.42e-01	-7.77281	-7.79e-02	79003	MIS12, MIND kinetochore complex component, homolog (S. pombe)
55571_at	0.8744793	5.97e-01	-5.42e-01	-7.77326	-6.01e-02	55571	chromosome 2 open reading frame 29
10078_at	0.8744793	5.97e-01	-5.42e-01	-7.77329	-4.76e-02	10078	tumor suppressing subtransferable candidate 4
388815_at	0.8746001	5.97e-01	5.41e-01	-7.7734	9.25e-02	388815	chromosome 21 open reading frame 34
8029_at	0.8746955	5.97e-01	5.41e-01	-7.7735	4.91e-04	8029	cubilin (intrinsic factor-cobalamin receptor)
51479_at	0.8747066	5.97e-01	-5.41e-01	-7.77354	-5.02e-02	51479	ankyrin repeat and FYVE domain containing 1
57542_at	0.8747803	5.97e-01	-5.41e-01	-7.77363	-6.40e-02	57542	kelch domain containing 5
56683_at	0.8748212	5.97e-01	5.41e-01	-7.7737	4.34e-02	56683	chromosome 21 open reading frame 59
78998_at	0.8748212	5.98e-01	5.41e-01	-7.77373	4.14e-04	78998	chromosome 8 open reading frame 51
100289230_at	0.8749961	5.98e-01	5.41e-01	-7.77391	6.23e-02	100289230	hypothetical protein LOC100289230
9188_at	0.8749961	5.98e-01	5.40e-01	-7.77392	1.12e-01	9188	DEAD (Asp-Glu-Ala-Asp) box polypeptide 21
9217_at	0.8750826	5.98e-01	5.40e-01	-7.77401	3.25e-02	9217	VAMP (vesicle-associated membrane protein)-associated protein B and C
6909_at	0.8750826	5.98e-01	-5.40e-01	-7.77405	-2.27e-03	6909	T-box 2
7482_at	0.875272	5.98e-01	5.40e-01	-7.77426	3.87e-04	7482	wingless-type MMTV integration site family, member 2B
64840_at	0.875272	5.98e-01	-5.40e-01	-7.77431	-4.10e-04	64840	porcupine homolog (Drosophila)
26539_at	0.875272	5.98e-01	-5.40e-01	-7.77431	-6.81e-03	26539	olfactory receptor, family 10, subfamily H, member 1
10609_at	0.875272	5.98e-01	-5.40e-01	-7.77432	-2.25e-02	10609	synaptonemal complex protein SC65
114907_at	0.875301	5.98e-01	-5.40e-01	-7.77438	-1.43e-02	114907	F-box protein 32
100289043_at	0.8753178	5.98e-01	-5.40e-01	-7.77443	-5.02e-02	100289043	hypothetical protein LOC100289043
162967_at	0.8754668	5.98e-01	5.39e-01	-7.77456	3.51e-02	162967	zinc finger protein 320
6647_at	0.8754983	5.99e-01	5.39e-01	-7.77468	3.70e-02	6647	superoxide dismutase 1, soluble
92249_at	0.8754983	5.99e-01	-5.39e-01	-7.77469	-3.84e-02	92249	hypothetical LOC92249
79589_at	0.8754983	5.99e-01	-5.39e-01	-7.77478	-4.75e-02	79589	ring finger protein 128
55553_at	0.8754983	5.99e-01	5.39e-01	-7.77483	1.47e-02	55553	SRY (sex determining region Y)-box 6
3767_at	0.8754983	5.99e-01	5.39e-01	-7.77483	3.61e-04	3767	potassium inwardly-rectifying channel, subfamily J, member 11
55311_at	0.8754983	5.99e-01	-5.39e-01	-7.77484	-4.24e-02	55311	zinc finger protein 444
3851_at	0.8754983	5.99e-01	-5.39e-01	-7.77486	-4.34e-04	3851	keratin 4
115727_at	0.8756281	5.99e-01	-5.39e-01	-7.77497	-5.11e-04	115727	RAS guanyl releasing protein 4
1365_at	0.8758084	5.99e-01	-5.38e-01	-7.77512	-6.45e-02	1365	claudin 3
100289305_at	0.8758987	5.99e-01	5.38e-01	-7.77521	1.74e-02	100289305	similar to Putative uncharacterized C21orf104 protein
339290_at	0.8762178	6.00e-01	-5.38e-01	-7.77544	-4.98e-02	339290	hypothetical LOC339290
2878_at	0.8764557	6.00e-01	5.37e-01	-7.77563	9.76e-02	2878	glutathione peroxidase 3 (plasma)
1186_at	0.8764557	6.00e-01	5.37e-01	-7.77567	4.34e-02	1186	chloride channel 7
138241_at	0.8764557	6.00e-01	5.37e-01	-7.7757	8.27e-02	138241	chromosome 9 open reading frame 85
163479_at	0.8764557	6.00e-01	-5.37e-01	-7.77574	-4.07e-04	163479	fibronectin type III domain containing 7
6927_at	0.8765467	6.00e-01	-5.37e-01	-7.77587	-5.28e-02	6927	HNF1 homeobox A
146540_at	0.8765467	6.00e-01	-5.37e-01	-7.77587	-1.88e-02	146540	zinc finger protein 785
3004_at	0.8767009	6.00e-01	-5.37e-01	-7.776	-3.64e-02	3004	granzyme M (lymphocyte met-ase 1)
84069_at	0.8768703	6.00e-01	-5.37e-01	-7.77614	-3.75e-02	84069	pleckstrin homology domain containing, family N member 1
1089_at	0.8768703	6.00e-01	5.36e-01	-7.77618	5.10e-02	1089	carcinoembryonic antigen-related cell adhesion molecule 4
58495_at	0.8771088	6.01e-01	5.36e-01	-7.77637	3.84e-04	58495	ovo-like 2 (Drosophila)
10594_at	0.8771088	6.01e-01	-5.36e-01	-7.7764	-6.21e-02	10594	PRP8 pre-mRNA processing factor 8 homolog (S. cerevisiae)
64798_at	0.8773204	6.01e-01	5.36e-01	-7.77656	1.25e-01	64798	DEP domain containing 6
23683_at	0.8773628	6.01e-01	5.36e-01	-7.77663	2.33e-02	23683	protein kinase D3
284067_at	0.8773628	6.01e-01	-5.36e-01	-7.77672	-1.74e-02	284067	chromosome 17 open reading frame 105
326_at	0.8773628	6.01e-01	-5.36e-01	-7.77674	-4.05e-02	326	autoimmune regulator
865_at	0.8773628	6.01e-01	5.35e-01	-7.77674	9.02e-02	865	core-binding factor, beta subunit
24138_at	0.877626	6.01e-01	-5.35e-01	-7.77693	-1.70e-01	24138	interferon-induced protein with tetratricopeptide repeats 5
90952_at	0.8776623	6.01e-01	-5.35e-01	-7.77703	-5.24e-02	90952	endothelial cell adhesion molecule
389541_at	0.8776623	6.01e-01	5.35e-01	-7.77704	6.52e-02	389541	chromosome 7 open reading frame 59
9986_at	0.8777275	6.02e-01	-5.35e-01	-7.77711	-9.80e-03	9986	RCE1 homolog, prenyl protein peptidase (S. cerevisiae)
23543_at	0.8781116	6.02e-01	-5.34e-01	-7.77737	-7.80e-02	23543	RNA binding motif protein 9
2800_at	0.8781118	6.02e-01	-5.34e-01	-7.77742	-4.83e-02	2800	golgin A1
2672_at	0.8788471	6.02e-01	-5.33e-01	-7.77788	-3.13e-03	2672	growth factor independent 1 transcription repressor
81553_at	0.8789211	6.03e-01	-5.33e-01	-7.77796	-1.06e-01	81553	family with sequence similarity 49, member A
203260_at	0.8789637	6.03e-01	-5.33e-01	-7.77807	-6.63e-02	203260	coiled-coil domain containing 107
5587_at	0.8789637	6.03e-01	5.33e-01	-7.77813	9.02e-02	5587	protein kinase D1
195828_at	0.8789637	6.03e-01	5.33e-01	-7.77813	1.53e-01	195828	zinc finger protein 367
6529_at	0.8789637	6.03e-01	-5.33e-01	-7.77815	-8.34e-02	6529	solute carrier family 6 (neurotransmitter transporter, GABA), member 1
9928_at	0.8789637	6.03e-01	5.33e-01	-7.77818	3.81e-04	9928	kinesin family member 14
763_at	0.8790079	6.03e-01	5.33e-01	-7.77825	1.74e-01	763	carbonic anhydrase VA, mitochondrial
81620_at	0.879065	6.03e-01	-5.33e-01	-7.77834	-4.02e-04	81620	chromatin licensing and DNA replication factor 1
84932_at	0.879065	6.03e-01	5.33e-01	-7.77837	3.92e-02	84932	RAB2B, member RAS oncogene family
114987_at	0.879065	6.03e-01	5.32e-01	-7.77844	1.09e-01	114987	WD repeat domain 31
8287_at	0.879065	6.03e-01	5.32e-01	-7.77845	1.83e-01	8287	ubiquitin specific peptidase 9, Y-linked
9706_at	0.879065	6.03e-01	5.32e-01	-7.77851	3.80e-04	9706	unc-51-like kinase 2 (C. elegans)
51020_at	0.879065	6.03e-01	5.32e-01	-7.77852	2.51e-02	51020	HD domain containing 2
3162_at	0.879122	6.03e-01	5.32e-01	-7.7786	2.63e-01	3162	heme oxygenase (decycling) 1
79802_at	0.8791658	6.03e-01	-5.32e-01	-7.77866	-4.01e-04	79802	HHIP-like 2
51185_at	0.8795414	6.04e-01	-5.31e-01	-7.779	-5.33e-02	51185	cereblon
147381_at	0.8795414	6.04e-01	5.31e-01	-7.77902	2.89e-03	147381	cerebellin 2 precursor
114625_at	0.8795414	6.04e-01	5.31e-01	-7.77903	8.68e-02	114625	erythroblast membrane-associated protein (Scianna blood group)
113402_at	0.8795414	6.04e-01	5.31e-01	-7.77904	8.19e-02	113402	SFT2 domain containing 1
9843_at	0.8796257	6.04e-01	-5.31e-01	-7.77913	-4.78e-02	9843	hephaestin
9726_at	0.8797111	6.04e-01	5.31e-01	-7.77924	4.27e-02	9726	zinc finger protein 646
23243_at	0.8797111	6.04e-01	5.31e-01	-7.77925	4.47e-02	23243	ankyrin repeat domain 28
3543_at	0.8797144	6.04e-01	-5.31e-01	-7.7793	-1.29e-02	3543	immunoglobulin lambda-like polypeptide 1
6503_at	0.8797986	6.04e-01	5.31e-01	-7.77943	2.26e-01	6503	Src-like-adaptor
29118_at	0.8797986	6.04e-01	-5.31e-01	-7.77946	-2.73e-02	29118	DEAD (Asp-Glu-Ala-Asp) box polypeptide 25
84959_at	0.8797986	6.04e-01	5.31e-01	-7.77946	3.78e-04	84959	ubiquitin associated and SH3 domain containing B
646482_at	0.8799455	6.04e-01	5.30e-01	-7.77959	3.78e-04	646482	hypothetical LOC646482
6731_at	0.880129	6.05e-01	-5.30e-01	-7.77977	-5.08e-02	6731	signal recognition particle 72kDa
9617_at	0.880129	6.05e-01	-5.30e-01	-7.77977	-7.09e-02	9617	mitochondrial translational release factor 1
55244_at	0.880305	6.05e-01	-5.30e-01	-7.77992	-6.61e-02	55244	solute carrier family 47, member 1
79091_at	0.880305	6.05e-01	-5.30e-01	-7.77995	-1.14e-01	79091	chromosome 16 open reading frame 68
146760_at	0.8804099	6.05e-01	-5.30e-01	-7.78005	-3.41e-03	146760	reticulon 4 receptor-like 1
2068_at	0.8807954	6.05e-01	-5.29e-01	-7.78031	-2.05e-02	2068	excision repair cross-complementing rodent repair deficiency, complementation group 2
8935_at	0.8809634	6.06e-01	5.29e-01	-7.78045	8.37e-02	8935	src kinase associated phosphoprotein 2
