ID	adj.P.Val	P.Value	t	B	logFC	SPOT_ID	Description
84073_at	1.0	0.928	0.092	-7.92445	5.75e-05		MYCBP associated protein
79893_at	1.0	0.928	0.0918	-7.92447	0.0116		gametogenetin binding protein 2
388789_at	1.0	0.928	-0.0917	-7.92448	-0.00707		hypothetical LOC388789
1676_at	1.0	0.928	-0.0917	-7.92448	-0.0122		DNA fragmentation factor, 45kDa, alpha polypeptide
9759_at	1.0	0.929	0.0914	-7.92451	0.000518		histone deacetylase 4
399806_at	1.0	0.929	-0.0914	-7.92452	-0.00381		hypothetical protein LOC399806
23621_at	1.0	0.929	0.0913	-7.92452	0.00814		beta-site APP-cleaving enzyme 1
9506_at	1.0	0.929	-0.0912	-7.92453	-0.000298		P antigen family, member 4 (prostate associated)
4066_at	1.0	0.929	-0.091	-7.92455	-0.00445		lymphoblastic leukemia derived sequence 1
3783_at	1.0	0.929	-0.0909	-7.92456	-0.000807		potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4
2700_at	1.0	0.929	-0.0909	-7.92456	-5.69e-05		gap junction protein, alpha 3, 46kDa
29979_at	1.0	0.929	-0.0909	-7.92456	-0.00805		ubiquilin 1
91392_at	1.0	0.929	0.0908	-7.92457	0.00235		zinc finger protein 502
64600_at	1.0	0.929	0.0907	-7.92458	5.67e-05		phospholipase A2, group IIF
5552_at	1.0	0.929	0.0907	-7.92458	0.0353		serglycin
56948_at	1.0	0.929	0.0906	-7.92459	0.00768		short chain dehydrogenase/reductase family 39U, member 1
493812_at	1.0	0.929	-0.0905	-7.9246	-5.67e-05		HLA complex group 11
8284_at	1.0	0.929	0.0905	-7.9246	0.0821		lysine (K)-specific demethylase 5D
51078_at	1.0	0.929	-0.0902	-7.92462	-0.0129		THAP domain containing 4
79913_at	1.0	0.93	-0.09	-7.92465	-0.00381		ARP5 actin-related protein 5 homolog (yeast)
8987_at	1.0	0.93	-0.0898	-7.92466	-0.0309		starch binding domain 1
5830_at	1.0	0.93	-0.0898	-7.92466	-0.00446		peroxisomal biogenesis factor 5
9512_at	1.0	0.93	0.0898	-7.92467	0.00519		peptidase (mitochondrial processing) beta
80014_at	1.0	0.93	-0.0898	-7.92467	-0.0135		WW and C2 domain containing 2
6790_at	1.0	0.93	-0.0889	-7.92475	-0.0154		aurora kinase A
90199_at	1.0	0.931	0.0888	-7.92476	5.55e-05		WAP four-disulfide core domain 8
51327_at	1.0	0.931	0.0888	-7.92476	0.00309		alpha hemoglobin stabilizing protein
100288152_at	1.0	0.931	-0.0886	-7.92478	-0.000196		hypothetical protein LOC100288152
11214_at	1.0	0.931	-0.0883	-7.92481	-0.0175		A kinase (PRKA) anchor protein 13
2251_at	1.0	0.931	0.0881	-7.92483	0.00306		fibroblast growth factor 6
7745_at	1.0	0.931	-0.0877	-7.92486	-5.49e-05		zinc finger protein 192
10487_at	1.0	0.931	-0.0877	-7.92487	-0.00713		CAP, adenylate cyclase-associated protein 1 (yeast)
3119_at	1.0	0.931	0.0876	-7.92488	0.0288		major histocompatibility complex, class II, DQ beta 1
10044_at	1.0	0.932	-0.0874	-7.92489	-0.00399		SH2 domain containing 3C
148145_at	1.0	0.932	-0.0871	-7.92492	-5.45e-05		hypothetical LOC148145
30837_at	1.0	0.932	-0.0871	-7.92492	-6.57e-05		suppressor of cytokine signaling 7
5575_at	1.0	0.932	-0.0868	-7.92495	-0.00622		protein kinase, cAMP-dependent, regulatory, type I, beta
9331_at	1.0	0.932	0.0867	-7.92496	0.000181		UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6
84264_at	1.0	0.932	-0.0867	-7.92496	-0.00681		hydroxyacylglutathione hydrolase-like
54926_at	1.0	0.932	-0.0866	-7.92497	-0.00734		ubiquitin-conjugating enzyme E2R 2
159686_at	1.0	0.932	-0.0865	-7.92498	-5.79e-05		coiled-coil domain containing 147
51451_at	1.0	0.932	-0.0865	-7.92498	-0.0126		leucine carboxyl methyltransferase 1
1794_at	1.0	0.932	0.0864	-7.92499	0.0193		dedicator of cytokinesis 2
53632_at	1.0	0.933	0.0863	-7.925	5.4e-05		protein kinase, AMP-activated, gamma 3 non-catalytic subunit
381_at	1.0	0.933	-0.0863	-7.925	-0.0139		ADP-ribosylation factor 5
2885_at	1.0	0.933	-0.0863	-7.925	-0.00599		growth factor receptor-bound protein 2
145389_at	1.0	0.933	0.0861	-7.92501	0.0212		solute carrier family 38, member 6
25859_at	1.0	0.933	0.0861	-7.92501	5.38e-05		prostate androgen-regulated transcript 1 (non-protein coding)
24_at	1.0	0.933	-0.0861	-7.92502	-0.000109		ATP-binding cassette, sub-family A (ABC1), member 4
91662_at	1.0	0.933	0.0861	-7.92502	5.38e-05		NLR family, pyrin domain containing 12
7068_at	1.0	0.933	-0.086	-7.92502	-0.00569		thyroid hormone receptor, beta (erythroblastic leukemia viral (v-erb-a) oncogene homolog 2, avian)
4303_at	1.0	0.933	-0.0859	-7.92503	-0.0067		forkhead box O4
2820_at	1.0	0.933	0.0859	-7.92504	5.37e-05		glycerol-3-phosphate dehydrogenase 2 (mitochondrial)
7156_at	1.0	0.933	-0.0857	-7.92505	-0.000136		topoisomerase (DNA) III alpha
54059_at	1.0	0.933	0.0855	-7.92507	0.0154		chromosome 21 open reading frame 57
100128292_at	1.0	0.933	-0.0855	-7.92507	-5.35e-05		hypothetical LOC100128292
23677_at	1.0	0.933	-0.0854	-7.92508	-0.0374		SH3-domain binding protein 4
645687_at	1.0	0.933	-0.0854	-7.92508	-0.00323		chromosome 14 open reading frame 34
3938_at	1.0	0.933	0.0852	-7.9251	5.33e-05		lactase
83743_at	1.0	0.934	-0.085	-7.92512	-0.00292		glutamate-rich WD repeat containing 1
64771_at	1.0	0.934	-0.0849	-7.92512	-0.00484		chromosome 6 open reading frame 106
10272_at	1.0	0.934	-0.0847	-7.92514	-0.00509		follistatin-like 3 (secreted glycoprotein)
100188953_at	1.0	0.934	0.0847	-7.92514	0.000303		non-protein coding RNA 92
57655_at	1.0	0.934	0.0843	-7.92518	0.0133		GRAM domain containing 1A
26018_at	1.0	0.934	0.0842	-7.92518	0.00894		leucine-rich repeats and immunoglobulin-like domains 1
65220_at	1.0	0.934	0.0841	-7.92519	0.00884		NAD kinase
5613_at	1.0	0.934	0.0838	-7.92522	8.88e-05		protein kinase, X-linked
57553_at	1.0	0.934	-0.0838	-7.92523	-0.0114		microtubule associated monoxygenase, calponin and LIM domain containing 3
1973_at	1.0	0.935	-0.0837	-7.92523	-0.0128		eukaryotic translation initiation factor 4A1
115677_at	1.0	0.935	-0.0836	-7.92524	-0.0215		nitric oxide synthase trafficker
1180_at	1.0	0.935	-0.0836	-7.92525	-0.000586		chloride channel 1, skeletal muscle
84080_at	1.0	0.935	0.0834	-7.92526	0.0172		chromosome 16 open reading frame 48
57715_at	1.0	0.935	0.0831	-7.92528	0.0187		sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G
83666_at	1.0	0.935	-0.0831	-7.92529	-0.0229		poly (ADP-ribose) polymerase family, member 9
85001_at	1.0	0.935	0.0831	-7.92529	5.19e-05		hypothetical protein MGC16275
284297_at	1.0	0.935	-0.0829	-7.9253	-0.000564		scavenger receptor cysteine-rich glycoprotein
114822_at	1.0	0.935	0.0826	-7.92533	0.00597		rhophilin, Rho GTPase binding protein 1
643365_at	1.0	0.935	0.0825	-7.92534	5.16e-05		hypothetical protein LOC643365
24146_at	1.0	0.936	0.0824	-7.92535	0.0211		claudin 15
54716_at	1.0	0.936	0.0823	-7.92536	5.14e-05		solute carrier family 6 (proline IMINO transporter), member 20
284403_at	1.0	0.936	0.0823	-7.92536	0.00703		WD repeat domain 62
5321_at	1.0	0.936	-0.0821	-7.92538	-0.00772		phospholipase A2, group IVA (cytosolic, calcium-dependent)
100128822_at	1.0	0.936	0.0821	-7.92538	0.0187		hypothetical LOC100128822
26476_at	1.0	0.936	-0.0819	-7.9254	-5.12e-05		olfactory receptor, family 10, subfamily J, member 1
22871_at	1.0	0.936	0.0819	-7.9254	5.12e-05		neuroligin 1
23207_at	1.0	0.936	-0.0818	-7.9254	-0.00513		pleckstrin homology domain containing, family M (with RUN domain) member 2
58191_at	1.0	0.936	0.0814	-7.92544	0.018		chemokine (C-X-C motif) ligand 16
9340_at	1.0	0.936	0.0813	-7.92544	5.08e-05		glucagon-like peptide 2 receptor
5795_at	1.0	0.936	0.0812	-7.92545	0.00246		protein tyrosine phosphatase, receptor type, J
83595_at	1.0	0.936	0.0812	-7.92546	0.0128		SRY (sex determining region Y)-box 7
79000_at	1.0	0.937	-0.0812	-7.92546	-5.08e-05		chromosome 1 open reading frame 135
11091_at	1.0	0.937	0.0809	-7.92548	0.00183		WD repeat domain 5
10460_at	1.0	0.937	0.0809	-7.92548	0.00905		transforming, acidic coiled-coil containing protein 3
55040_at	1.0	0.937	0.0807	-7.9255	5.04e-05		epsin 3
1950_at	1.0	0.937	-0.0806	-7.9255	-0.00113		epidermal growth factor
3659_at	1.0	0.937	-0.0805	-7.92552	-0.0347		interferon regulatory factor 1
83643_at	1.0	0.937	0.0803	-7.92553	0.0162		coiled-coil domain containing 3
4154_at	1.0	0.937	-0.0801	-7.92555	-0.00941		muscleblind-like (Drosophila)
10256_at	1.0	0.937	0.0801	-7.92555	0.00533		connector enhancer of kinase suppressor of Ras 1
984_at	1.0	0.937	-0.0801	-7.92555	-0.0255		cyclin-dependent kinase 11B
23365_at	1.0	0.937	0.0801	-7.92555	0.00467		Rho guanine nucleotide exchange factor (GEF) 12
112849_at	1.0	0.938	-0.0797	-7.92559	-0.0147		chromosome 14 open reading frame 149
5871_at	1.0	0.938	0.0796	-7.92559	0.00452		mitogen-activated protein kinase kinase kinase kinase 2
80013_at	1.0	0.938	-0.0796	-7.9256	-0.00474		family with sequence similarity 188, member A
8521_at	1.0	0.938	-0.0794	-7.92561	-4.97e-05		glial cells missing homolog 1 (Drosophila)
285908_at	1.0	0.938	-0.0794	-7.92561	-4.96e-05		non-protein coding RNA 174
8399_at	1.0	0.938	-0.0793	-7.92562	-0.0124		phospholipase A2, group X
5714_at	1.0	0.938	-0.0793	-7.92562	-0.00922		proteasome (prosome, macropain) 26S subunit, non-ATPase, 8
3993_at	1.0	0.938	0.0791	-7.92564	0.00539		lethal giant larvae homolog 2 (Drosophila)
4931_at	1.0	0.938	-0.079	-7.92565	-0.00198		nuclear VCP-like
51163_at	1.0	0.938	-0.0789	-7.92565	-0.00975		debranching enzyme homolog 1 (S. cerevisiae)
5797_at	1.0	0.938	0.0786	-7.92567	0.0126		protein tyrosine phosphatase, receptor type, M
58512_at	1.0	0.939	0.0785	-7.92568	4.91e-05		discs, large (Drosophila) homolog-associated protein 3
8645_at	1.0	0.939	-0.0783	-7.9257	-0.0437		potassium channel, subfamily K, member 5
728361_at	1.0	0.939	0.0781	-7.92572	4.88e-05		similar to OVO homolog-like 1
91749_at	1.0	0.939	-0.0781	-7.92572	-0.000145		KIAA1919
8729_at	1.0	0.939	0.0781	-7.92572	0.00756		golgi brefeldin A resistant guanine nucleotide exchange factor 1
166815_at	1.0	0.939	-0.0779	-7.92573	-0.0115		tigger transposable element derived 2
135644_at	1.0	0.939	-0.0776	-7.92576	-0.00102		tripartite motif-containing 40
401172_at	1.0	0.939	-0.0776	-7.92576	-0.00107		FLJ33360 protein
115825_at	1.0	0.94	0.0772	-7.9258	0.00203		WD repeat and FYVE domain containing 2
140545_at	1.0	0.94	-0.0771	-7.92581	-0.00253		ring finger protein 32
23503_at	1.0	0.94	-0.0769	-7.92582	-0.00483		zinc finger, FYVE domain containing 26
26589_at	1.0	0.94	-0.0766	-7.92584	-0.01		mitochondrial ribosomal protein L46
79058_at	1.0	0.94	-0.0766	-7.92584	-0.023		alveolar soft part sarcoma chromosome region, candidate 1
10870_at	1.0	0.94	0.0765	-7.92585	0.0109		hematopoietic cell signal transducer
11051_at	1.0	0.94	0.0764	-7.92586	0.00891		nudix (nucleoside diphosphate linked moiety X)-type motif 21
83986_at	1.0	0.94	-0.0763	-7.92587	-0.00744		integrin alpha FG-GAP repeat containing 3
84937_at	1.0	0.94	-0.0762	-7.92588	-0.00374		zinc and ring finger 1
221044_at	1.0	0.94	0.0762	-7.92588	4.76e-05		upper zone of growth plate and cartilage matrix associated
55194_at	1.0	0.94	0.0762	-7.92588	0.000979		family with sequence similarity 176, member B
55184_at	1.0	0.94	0.0761	-7.92588	4.76e-05		chromosome 20 open reading frame 12
396_at	1.0	0.941	-0.0755	-7.92593	-0.00372		Rho GDP dissociation inhibitor (GDI) alpha
140462_at	1.0	0.941	0.0752	-7.92596	0.0239		ankyrin repeat and SOCS box-containing 9
2247_at	1.0	0.941	0.0752	-7.92596	0.00373		fibroblast growth factor 2 (basic)
11189_at	1.0	0.941	-0.0751	-7.92597	-4.69e-05		CUGBP, Elav-like family member 3
3846_at	1.0	0.941	0.0749	-7.92598	4.68e-05		keratin associated protein 5-9
4653_at	1.0	0.941	-0.0749	-7.92598	-0.00163		myocilin, trabecular meshwork inducible glucocorticoid response
54974_at	1.0	0.942	0.0747	-7.926	0.00856		tRNA-histidine guanylyltransferase 1-like (S. cerevisiae)
9887_at	1.0	0.942	0.0745	-7.92602	4.65e-05		Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)
64223_at	1.0	0.942	0.074	-7.92606	0.00666		MTOR associated protein, LST8 homolog (S. cerevisiae)
79805_at	1.0	0.942	-0.0739	-7.92606	-4.62e-05		vasohibin 2
9203_at	1.0	0.943	-0.0735	-7.9261	-0.00398		zinc finger, MYM-type 3
23223_at	1.0	0.943	0.073	-7.92613	4.56e-05		ribosomal RNA processing 12 homolog (S. cerevisiae)
79096_at	1.0	0.943	0.0725	-7.92617	0.0081		chromosome 11 open reading frame 49
199746_at	1.0	0.943	-0.0723	-7.92619	-0.00649		U2 small nuclear RNA auxiliary factor 1-like 4
53405_at	1.0	0.944	-0.0721	-7.9262	-4.51e-05		chloride intracellular channel 5
22950_at	1.0	0.944	0.072	-7.92621	0.0103		solute carrier family 4 (anion exchanger), member 1, adaptor protein
56130_at	1.0	0.944	0.0719	-7.92622	4.49e-05		protocadherin beta 6
55254_at	1.0	0.944	-0.0719	-7.92622	-0.00962		transmembrane protein 39A
27164_at	1.0	0.944	0.0717	-7.92623	4.48e-05		sal-like 3 (Drosophila)
100129104_at	1.0	0.944	0.0717	-7.92624	0.00156		similar to hydroxyproline-rich glycoprotein VSP-3
79872_at	1.0	0.945	0.0708	-7.9263	0.00659		Cas-Br-M (murine) ecotropic retroviral transforming sequence-like 1
10527_at	1.0	0.945	-0.0708	-7.9263	-0.0073		importin 7
838_at	1.0	0.945	0.0707	-7.92631	0.00298		caspase 5, apoptosis-related cysteine peptidase
9173_at	1.0	0.945	0.0706	-7.92631	4.41e-05		interleukin 1 receptor-like 1
22976_at	1.0	0.945	-0.0706	-7.92632	-0.00674		PAX interacting (with transcription-activation domain) protein 1
598_at	1.0	0.945	0.0704	-7.92634	0.00148		BCL2-like 1
2526_at	1.0	0.945	-0.0702	-7.92635	-0.000108		fucosyltransferase 4 (alpha (1,3) fucosyltransferase, myeloid-specific)
246329_at	1.0	0.945	-0.0697	-7.92639	-0.00286		SH3 and cysteine rich domain 3
53905_at	1.0	0.946	-0.0696	-7.9264	-4.35e-05		dual oxidase 1
84800_at	1.0	0.946	-0.0696	-7.9264	-4.35e-05		
4594_at	1.0	0.946	0.0695	-7.9264	0.00753		methylmalonyl CoA mutase
29028_at	1.0	0.946	-0.0692	-7.92643	-0.0146		ATPase family, AAA domain containing 2
1855_at	1.0	0.946	0.0691	-7.92643	0.0109		dishevelled, dsh homolog 1 (Drosophila)
5283_at	1.0	0.946	-0.0689	-7.92644	-0.00642		phosphatidylinositol glycan anchor biosynthesis, class H
55850_at	1.0	0.946	-0.0688	-7.92645	-0.00474		unconventional SNARE in the ER 1 homolog (S. cerevisiae)
29992_at	1.0	0.946	-0.0688	-7.92645	-0.00586		paired immunoglobin-like type 2 receptor alpha
389677_at	1.0	0.946	0.0688	-7.92645	0.00993		RNA binding motif protein 12B
1854_at	1.0	0.946	0.0688	-7.92645	0.00528		deoxyuridine triphosphatase
2947_at	1.0	0.946	-0.0684	-7.92648	-0.0261		glutathione S-transferase mu 3 (brain)
7768_at	1.0	0.947	0.0683	-7.92649	0.00215		zinc finger protein 225
85456_at	1.0	0.947	0.0682	-7.9265	0.00844		tankyrase 1 binding protein 1, 182kDa
9522_at	1.0	0.947	-0.068	-7.92651	-0.00669		secretory carrier membrane protein 1
81704_at	1.0	0.947	0.0678	-7.92652	0.00968		dedicator of cytokinesis 8
93099_at	1.0	0.947	-0.0673	-7.92657	-0.00194		dermokine
374291_at	1.0	0.947	0.0672	-7.92657	0.00842		NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase)
9312_at	1.0	0.948	0.0669	-7.92659	4.17e-05		potassium voltage-gated channel, Shab-related subfamily, member 2
4185_at	1.0	0.948	0.0666	-7.92661	4.16e-05		ADAM metallopeptidase domain 11
5093_at	1.0	0.948	-0.0666	-7.92661	-0.00635		poly(rC) binding protein 1
60677_at	1.0	0.948	-0.0664	-7.92663	-0.00428		CUGBP, Elav-like family member 6
100132369_at	1.0	0.948	-0.0663	-7.92663	-0.00416		
132001_at	1.0	0.948	-0.0662	-7.92664	-0.000433		chromosome 3 open reading frame 31
3268_at	1.0	0.948	-0.0662	-7.92664	-0.00715		ArfGAP with FG repeats 2
56063_at	1.0	0.948	0.066	-7.92665	0.00217		chromosome 1 open reading frame 91
5087_at	1.0	0.948	-0.066	-7.92666	-0.0127		pre-B-cell leukemia homeobox 1
54676_at	1.0	0.948	-0.066	-7.92666	-4.12e-05		GTP binding protein 2
85403_at	1.0	0.948	0.0659	-7.92666	0.0108		ELL associated factor 1
23318_at	1.0	0.949	-0.0658	-7.92667	-0.0098		zinc finger, CCHC domain containing 11
8881_at	1.0	0.949	0.0658	-7.92667	0.00601		cell division cycle 16 homolog (S. cerevisiae)
285401_at	1.0	0.949	0.0656	-7.92668	8.48e-05		hypothetical LOC285401
8317_at	1.0	0.949	-0.0656	-7.92668	-0.0026		cell division cycle 7 homolog (S. cerevisiae)
4713_at	1.0	0.949	0.0652	-7.92671	0.0074		NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7, 18kDa
287015_at	1.0	0.949	-0.0651	-7.92672	-4.07e-05		tripartite motif-containing 42
100129194_at	1.0	0.949	0.0647	-7.92674	4.04e-05		hypothetical LOC100129194
55364_at	1.0	0.949	0.0647	-7.92675	0.00546		Impact homolog (mouse)
55111_at	1.0	0.949	-0.0646	-7.92676	-0.00639		pleckstrin homology domain containing, family J member 1
9380_at	1.0	0.95	0.0643	-7.92677	0.00568		glyoxylate reductase/hydroxypyruvate reductase
388948_at	1.0	0.95	-0.0642	-7.92678	-0.00035		hypothetical protein LOC388948
5172_at	1.0	0.95	0.0641	-7.92679	0.00114		solute carrier family 26, member 4
51362_at	1.0	0.95	-0.0641	-7.92679	-0.0115		cell division cycle 40 homolog (S. cerevisiae)
150568_at	1.0	0.95	0.064	-7.92679	0.000123		hypothetical LOC150568
1806_at	1.0	0.95	0.064	-7.92679	0.00473		dihydropyrimidine dehydrogenase
100113407_at	1.0	0.95	-0.0637	-7.92682	-0.00759		transmembrane protein 170B
169611_at	1.0	0.95	0.0636	-7.92682	0.00689		olfactomedin-like 2A
84775_at	1.0	0.95	0.0634	-7.92683	0.00231		zinc finger protein 607
26255_at	1.0	0.95	-0.0633	-7.92684	-3.95e-05		pituitary tumor-transforming 3 (pseudogene)
23456_at	1.0	0.951	-0.063	-7.92686	-0.00516		ATP-binding cassette, sub-family B (MDR/TAP), member 10
339804_at	1.0	0.951	0.0629	-7.92687	0.0219		chromosome 2 open reading frame 74
57479_at	1.0	0.951	0.0627	-7.92688	0.00334		proline rich 12
342945_at	1.0	0.951	0.0626	-7.92689	0.00247		zinc finger and SCAN domain containing 22
146712_at	1.0	0.951	-0.0625	-7.9269	-0.00117		UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1
9749_at	1.0	0.951	-0.0622	-7.92692	-0.00744		phosphatase and actin regulator 2
6560_at	1.0	0.951	-0.0621	-7.92692	-0.00291		solute carrier family 12 (potassium/chloride transporters), member 4
9641_at	1.0	0.952	0.062	-7.92693	3.87e-05		inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon
145497_at	1.0	0.952	-0.0619	-7.92694	-0.000702		chromosome 14 open reading frame 166B
10438_at	1.0	0.952	-0.0612	-7.92698	-0.0132		C1D nuclear receptor corepressor
5729_at	1.0	0.952	0.0612	-7.92698	3.83e-05		prostaglandin D2 receptor (DP)
84899_at	1.0	0.952	-0.0612	-7.92698	-0.00588		transmembrane and tetratricopeptide repeat containing 4
11180_at	1.0	0.952	0.0611	-7.92699	0.00204		WD repeat domain 6
9290_at	1.0	0.952	0.061	-7.927	3.81e-05		G protein-coupled receptor 55
5827_at	1.0	0.952	0.0608	-7.92701	0.00757		peroxisomal membrane protein 2, 22kDa
6155_at	1.0	0.952	0.0607	-7.92701	0.00318		ribosomal protein L27
64425_at	1.0	0.953	-0.0605	-7.92703	-0.00863		polymerase (RNA) I polypeptide E, 53kDa
26502_at	1.0	0.953	-0.0602	-7.92704	-0.00676		nuclear prelamin A recognition factor
6924_at	1.0	0.953	-0.0597	-7.92708	-0.00559		transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A)
5949_at	1.0	0.953	-0.0597	-7.92708	-0.00157		retinol binding protein 3, interstitial
55783_at	1.0	0.954	-0.0593	-7.9271	-0.0104		FtsJ methyltransferase domain containing 1
113802_at	1.0	0.954	0.0593	-7.92711	0.00466		chromosome 1 open reading frame 59
144124_at	1.0	0.954	-0.0587	-7.92714	-3.67e-05		olfactory receptor, family 10, subfamily A, member 5
6344_at	1.0	0.954	-0.0587	-7.92715	-0.000112		secretin receptor
12_at	1.0	0.954	0.0584	-7.92716	0.00498		serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3
55147_at	1.0	0.954	-0.0584	-7.92716	-0.00513		RNA binding motif protein 23
10219_at	1.0	0.954	0.0583	-7.92717	0.000375		killer cell lectin-like receptor subfamily G, member 1
57471_at	1.0	0.954	0.0583	-7.92717	3.64e-05		ermin, ERM-like protein
8303_at	1.0	0.954	-0.0583	-7.92717	-0.00112		stannin
5367_at	1.0	0.954	-0.0582	-7.92717	-0.000426		pro-melanin-concentrating hormone
140885_at	1.0	0.955	-0.058	-7.92719	-0.00641		signal-regulatory protein alpha
116150_at	1.0	0.955	0.0579	-7.9272	0.00782		nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae)
1634_at	1.0	0.955	-0.0577	-7.9272	-0.0136		decorin
7020_at	1.0	0.955	0.0575	-7.92722	3.59e-05		transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)
9917_at	1.0	0.955	-0.0574	-7.92723	-0.00488		family with sequence similarity 20, member B
3240_at	1.0	0.955	0.0573	-7.92723	0.00447		haptoglobin
81576_at	1.0	0.955	0.057	-7.92725	0.00451		coiled-coil domain containing 130
133_at	1.0	0.955	0.057	-7.92725	0.0298		adrenomedullin
255374_at	1.0	0.955	-0.0569	-7.92726	-0.00135		metallo-beta-lactamase domain containing 1
1432_at	1.0	0.955	0.0569	-7.92726	0.00503		mitogen-activated protein kinase 14
4957_at	1.0	0.955	-0.0569	-7.92726	-0.0052		outer dense fiber of sperm tails 2
57577_at	1.0	0.956	-0.0568	-7.92726	-0.00217		KIAA1407
256472_at	1.0	0.956	-0.0565	-7.92728	-0.00295		transmembrane protein 151A
27158_at	1.0	0.956	-0.0564	-7.92728	-0.000524		NADPH dependent diflavin oxidoreductase 1
338376_at	1.0	0.956	0.0564	-7.92728	0.000152		interferon, epsilon
2854_at	1.0	0.956	-0.0563	-7.92729	-5.33e-05		G protein-coupled receptor 32
10590_at	1.0	0.956	-0.0563	-7.92729	-0.00573		secretagogin, EF-hand calcium binding protein
100131455_at	1.0	0.956	0.0558	-7.92732	0.000513		hypothetical LOC100131455
23366_at	1.0	0.956	-0.0556	-7.92733	-0.0177		KIAA0895
22996_at	1.0	0.957	0.0556	-7.92734	0.000649		tetratricopeptide repeat domain 39A
4605_at	1.0	0.957	-0.0555	-7.92734	-0.00556		v-myb myeloblastosis viral oncogene homolog (avian)-like 2
5817_at	1.0	0.957	0.0553	-7.92735	3.72e-05		poliovirus receptor
5782_at	1.0	0.958	0.0542	-7.92741	0.0106		protein tyrosine phosphatase, non-receptor type 12
26291_at	1.0	0.958	-0.0541	-7.92742	-0.0168		fibroblast growth factor 21
10653_at	1.0	0.958	-0.054	-7.92742	-0.0113		serine peptidase inhibitor, Kunitz type, 2
83697_at	1.0	0.958	-0.0537	-7.92744	-0.000204		solute carrier family 4, sodium bicarbonate cotransporter, member 9
2701_at	1.0	0.958	-0.0535	-7.92745	-0.00795		gap junction protein, alpha 4, 37kDa
6640_at	1.0	0.958	0.0535	-7.92745	0.00161		syntrophin, alpha 1 (dystrophin-associated protein A1, 59kDa, acidic component)
100287499_at	1.0	0.958	0.0533	-7.92747	3.33e-05		hypothetical protein LOC100287499
1956_at	1.0	0.958	0.0531	-7.92748	0.000882		epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)
8336_at	1.0	0.959	-0.0529	-7.92749	-0.00693		histone cluster 1, H2am
57615_at	1.0	0.959	0.0528	-7.9275	0.00123		zinc finger protein 492
84933_at	1.0	0.959	0.0525	-7.92752	0.00947		chromosome 8 open reading frame 76
27074_at	1.0	0.959	-0.0523	-7.92752	-0.00197		lysosomal-associated membrane protein 3
10155_at	1.0	0.96	0.0516	-7.92756	0.00433		tripartite motif-containing 28
23086_at	1.0	0.96	0.0513	-7.92758	0.0152		exophilin 5
100287035_at	1.0	0.96	-0.0512	-7.92759	-0.00845		hypothetical protein LOC100287035
115_at	1.0	0.96	-0.0511	-7.92759	-0.00538		adenylate cyclase 9
9278_at	1.0	0.96	-0.051	-7.9276	-0.00239		zinc finger and BTB domain containing 22
54935_at	1.0	0.96	-0.0505	-7.92763	-0.00588		dual specificity phosphatase 23
283899_at	1.0	0.961	-0.0504	-7.92763	-0.00354		INO80 complex subunit E
8661_at	1.0	0.961	0.0503	-7.92764	0.00751		eukaryotic translation initiation factor 3, subunit A
142679_at	1.0	0.961	-0.0501	-7.92764	-3.13e-05		dual specificity phosphatase 19
29933_at	1.0	0.961	-0.0501	-7.92765	-3.13e-05		G protein-coupled receptor 132
197335_at	1.0	0.961	-0.0497	-7.92767	-0.000561		WD repeat domain 90
23032_at	1.0	0.961	-0.0495	-7.92768	-0.00424		ubiquitin specific peptidase 33
55234_at	1.0	0.961	0.0493	-7.92769	0.00302		smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)
57582_at	1.0	0.961	0.0493	-7.92769	3.07e-05		potassium channel, subfamily T, member 1
2782_at	1.0	0.962	0.0492	-7.9277	0.0035		guanine nucleotide binding protein (G protein), beta polypeptide 1
10781_at	1.0	0.962	-0.0491	-7.9277	-0.014		zinc finger protein 266
9924_at	1.0	0.962	-0.0488	-7.92771	-0.00902		PAN2 poly(A) specific ribonuclease subunit homolog (S. cerevisiae)
2936_at	1.0	0.962	0.0488	-7.92772	0.00476		glutathione reductase
51701_at	1.0	0.962	0.0483	-7.92774	0.00275		nemo-like kinase
8832_at	1.0	0.962	0.048	-7.92775	3e-05		CD84 molecule
5046_at	1.0	0.963	0.0475	-7.92778	0.00253		proprotein convertase subtilisin/kexin type 6
9667_at	1.0	0.963	-0.0474	-7.92779	-0.00391		scaffold attachment factor B2
